,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
231,IT Data Scientist,Company Undisclosed,Full Time,Professional,Information Technology,"$7,000to$12,000",Monthly,"Melding Deep Learning and Trading - We are looking for exceptional deep learning scientists and engineers to embark on our journey to deploy state-of-the-art deep learning and machine learning algorithms for trading in the global macro space with an initial focus on currency options.   Responsibilities  Implement state-of-the-art deep learning and machine learning models for feature engineering and question/answer/prediction in investment platform Conduct original research on our large repository of data, both proprietary and open-source Write production-level code linking new and existing data pipelines with scripts for feature engineering, machine learning predictive models and visualization Write tests to check for integrity of our data, models and predictions "," Comfortable with core machine learning algorithms implementation and theory Advanced in scripting languages (Python, R and UNIX Shell), Git project management, deep learning frameworks (PyTorch /Keras / TensorFlow), and programming skills (Java or C++) Strong background in statistical methods (Bayesian statistics, time series, and feature engineering) Question and Answering modelling (Squad/ News dataset) Can communicate clearly and cogently on concepts, processes and algorithms used Ability to work in time-sensitive environments and to approach problems from different angles Deep learning experience Knowledge of basic finance Database management      Differentiating Factors  Publishing at top deep learning conferences like ICLR, NIPS and ICML. Have participated in Github machine learning project. A vibrant Github account with open-source repositories useful to the community Significant experience at a top research lab, financial/investment analytics entity, or hedge fund ",https://www.mycareersfuture.sg/job/data-scientist-d4e45fcd4d16785a131aca3a0100fd5a,Central,Government support available
232,Data Scientist,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Permanent,Executive,Information Technology,"$6,000to$8,000",Monthly," Work closely with your business to identify issues and use data to propose solutions for effective decision making Merge, manage, interrogate and extract data to supply tailored reports to colleagues, customers or the wider organisation Maintain clear and coherent communication, both verbal and written, to understand data needs and report results Use machine learning tools and statistical techniques to produce solutions to problems Create clear reports that tell compelling stories about how customers or clients work with the business Horizon scan to stay up to date with latest technology, techniques and methods Conduct research from which you'll develop prototypes and proof of concepts Look for opportunities to use insights/datasets/code/models across other functions in the organisation (for example in the HR and marketing departments) Carrying out and attaining the mission and the goals of the Innovation lab managed. Assign employees to take responsibility for their jobs and goals. Delegate responsibility and expect accountability and regular feedback Able to engage with client and demonstrate present technologies Manage relationships between different business groups directly involved with Digital Labs. "," Experience in advanced statistical modelling and machine learning methods to develop robust predictive models Experience in working with large unstructured data sets and distributed computing tools (e.g. Spark, Hadoop, Hive, etc.); leading platforms (e.g. SAS, Tableau, Qlik) Experience with enterprise databases, in traditional and alternative database technologies (SQL and NoSQL) Hacking skills (ability to quickly prototype solutions for diverse needs) Data manipulation – comfortable handling multiple data types across varying frequencies and complexities as well as familiar in feature selection and transformation Fluency in Python, C++, R and/or other similar languages Adept in data visualization Ability to work in a challenging environment and is creative in coming up with solutions to solve complex problems    Interested candidates can click apply for more information. ** We regret to inform that only shortlisted candidates will be notified. ** We respect your privacy and all communication will be treated with confidentiality.  If you wish to know more about this position or explore other roles, please prepare your updated profile and get in touch with our consultants. Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by Manpower for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012.  ",https://www.mycareersfuture.sg/job/data-scientist-manpower-staffing-services-27713c736c722a85530e3cf78c50ba2c,South,
233,"VP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",DBS BANK LTD.,"Permanent, Full Time",Manager,Banking and Finance,"$10,400to$18,700",Monthly,"Business Function  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.  Responsibilities  Selecting features, building and optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods Enhancing data collection procedures to include information that is relevant for building analytic systems Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner "," Excellent understanding of machine learning techniques and algorithms; pattern recognition and predictive modeling skills to address business problems Undertaking data collection, preprocessing and analysis of structured and unstructured data Experience with common data science toolkits, such as R, Python. Experience with programming languages such as Java an asset.  Proficiency in using query languages such as SQL, Hive, Pig. Being able to use Spark is an added advantage Experience with NoSQL databases, such as MongoDB, Cassandra, HBase  Communicate results and ideas to key decision makers  Experience with data visualization tools such as Qlik or any other open source visualization tools. Good to have treasury & market product knowledge as well Good applied statistics skills such as distributions, statistical testing, regression, etc. Good scripting and programming skills  Data-oriented personality with problem-solving aptitude Master’s Degree in Computer Science, Statistics, Applied Math or related field 4+ years of hands-on analytics and / or model development. ",https://www.mycareersfuture.sg/job/vp-data-scientist-investment-trading-technology-technology-operations-dbs-bank-caa0fab03a6568f57b13cafd9b6b0188,East,Government support available
234,"AVP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",DBS BANK LTD.,"Permanent, Full Time",Manager,Banking and Finance,"$6,500to$11,700",Monthly,"Business Function  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.  Responsibilities  Selecting features, building and optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods Enhancing data collection procedures to include information that is relevant for building analytic systems Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner "," Excellent understanding of machine learning techniques and algorithms; pattern recognition and predictive modeling skills to address business problems Undertaking data collection, preprocessing and analysis of structured and unstructured data Experience with common data science toolkits, such as R, Python. Experience with programming languages such as Java an asset.  Proficiency in using query languages such as SQL, Hive, Pig. Being able to use Spark is an added advantage Experience with NoSQL databases, such as MongoDB, Cassandra, HBase  Communicate results and ideas to key decision makers  Experience with data visualization tools such as Qlik or any other open source visualization tools. Good to have treasury & market product knowledge as well Good applied statistics skills such as distributions, statistical testing, regression, etc. Good scripting and programming skills  Data-oriented personality with problem-solving aptitude Master’s Degree in Computer Science, Statistics, Applied Math or related field 4+ years of hands-on analytics and / or model development. ",https://www.mycareersfuture.sg/job/avp-data-scientist-investment-trading-technology-technology-operations-dbs-bank-9f5a73903e89e25491158e75e3515786,East,Government support available
235,Senior  /  Staff Data Scientist,NCS PTE. LTD.,Full Time,Professional,"Engineering, Information Technology","$8,000to$13,000",Monthly," Work with customers to identify opportunities where Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) can be applied to data to solve the customer painpoints. Individually or collaborate with other team members to develop AI/ML/AA prototypes/Proof-of-Concept/Proof-of-Value to derive actionable insights from data. Collaborate with the customers and internal stakeholders to architect the overall supporting storage and compute infrastructure to support the deployment of the AI/ML/AA models, applications, and visualisation of the results.   Collaborate with the relevant project managers to conceptualise, develop project scope, requirements, budget, and timeline for the implementation of the identified AI/ML/AA projects. Implement the AI/ML/AA projects and to ensure that the projects’ AI/ML/AA objectives are met.    "," PhD/Masters/Bachelors (with good honours) in Computer Science, Statistics, Applied Mathematics, Operations Research, or related disciplines. Prefer candidates with 5 or more years of working experience, with at least 2 years of Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) experience. Domain experience in public safety, defence, transport, education, and healthcare are highly desired. AI/ML/AA experience in smart city, social media, and procurement are also highly desired.  Good knowledge of AI/ML/AA models, software, and tools with the ability to conceptualise and architect the key components of AI/ML/AA projects; and to develop prototypes using statistical software packages such as R/SAS/SPSS. Experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing/transformation and machine learning. Experience in solutions using technologies such as Hadoop/Hive/Hbase/NoSQL and developer skills in Python, Perl, and Java are highly desired. ",https://www.mycareersfuture.sg/job/senior-staff-data-scientist-ncs-d9c7ce2e9a37be448050f2c1aa39e9ce,North,
236,Associate  /  Senior Data Scientist,NCS PTE. LTD.,Full Time,Professional,"Engineering, Information Technology","$4,500to$9,000",Monthly," Work with customers to identify opportunities where Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) can be applied to data to solve the customer painpoints. Individually or collaborate with other team members to develop AI/ML/AA prototypes/Proof-of-Concept/Proof-of-Value to derive actionable insights from data. Collaborate with the customers and internal stakeholders to architect the overall supporting storage and compute infrastructure to support the deployment of the AI/ML/AA models, applications, and visualisation of the results.   Collaborate with the relevant project managers to conceptualise, develop project scope, requirements, budget, and timeline for the implementation of the identified AI/ML/AA projects. Implement the AI/ML/AA projects and to ensure that the projects’ AI/ML/AA objectives are met.    "," PhD/Masters/Bachelors (with good honours) in Computer Science, Statistics, Applied Mathematics, Operations Research, or related disciplines. Prefer candidates with 3 or more years of working experience, with at least 2 years of Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) experience. Domain experience in public safety, defence, transport, education, and healthcare are highly desired. AI/ML/AA experience in smart city, social media, and procurement are also highly desired.  Good knowledge of AI/ML/AA models, software, and tools with the ability to conceptualise and architect the key components of AI/ML/AA projects; and to develop prototypes using statistical software packages such as R/SAS/SPSS. Experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing/transformation and machine learning. Experience in solutions using technologies such as Hadoop/Hive/Hbase/NoSQL and developer skills in Python, Perl, and Java are highly desired. ",https://www.mycareersfuture.sg/job/associate-senior-data-scientist-ncs-12347b2449c4a0dcd94e3cda90c17553,North,Government support available
237,Data Scientist (62913),SIEMENS PTE. LTD.,Permanent,Executive,Information Technology,"$4,000to$8,000",Monthly,"What are my responsibilities?  Dive deep into an ocean of data and solve challenges associated with transforming and enriching large complex datasets to deliver non-trivial insights by applying advanced data analytics methods & algorithms Develop scalable ML and DL pipelines based on business initiatives on digitalization – from edge to cloud! Understand research publications for state-of-the art but move beyond theoretical models and build innovative, practical and robust real world solutions for problems such as predictive maintenance of industrial assets and trains, intelligent logistics & traffic management, deep learning based sensor fusion for autonomous vehicles, autonomous building control with energy efficiency, smart grids and energy optimization Represent the organization in reputed events & universities and be a brand ambassador for the regional digital hub of Siemens ","What does it take me to qualify for this job?  PhD/Masters/Bachelor’s degree in Computer Science or related discipline from a reputed institute with grass-root experience of at least 2 years in solving complex problems and driving actionable insights from Petabytes of data. Closely follow latest developments in artificial intelligence and be an early adopter of disruptive trends/technologies Proven deep technical expertise in designing and programming large scale data driven solutions using any of the high level programming languages viz. Java/Python/C++/Scala Collaborate with team members from prototyping through production, present developed solutions and recommendations to business partners, and influence future product roadmap and strategy based on insights Hands-on experience with one or more of the following is a must:     Building analytical solutions leveraging distributed computing frameworks and cloud based data engineering solutions, especially Hadoop and Spark to build and deploy products at scale Experience in Machine Learning techniques such as Forecasting, Classification, Clustering, Text Mining, Decision Trees, Random Forest and Search algorithms Understanding and hands-on experience in training deep convolutional and/or recurrent networks using frameworks like Tensorflow, Caffe, MXNet, etc. Research, develop and prototype software technologies related to object detection, tracking, 3D reconstruction, SLAM and photometric stereo     Experience in the following will be an added advantage:     Minimum of 1-2 years’ experience working on image processing and computer vision problems with a clear understanding and ability to implement algorithms (especially deep learning algorithms) Hands-on experience using OpenCV and OpenGL Optimization techniques for model training and deployment on GPUs   ",https://www.mycareersfuture.sg/job/data-scientist-siemens-f76d3f9f081a63cff0d2e4319ad98d58,Central,Government support available
238,DATA SCIENTIST,SOPRA STERIA ASIA PTE. LTD.,Permanent,Professional,Information Technology,"$5,000to$9,000",Monthly,"Job Description:  Build, validate, test and deploy machine learning model (eg. modelling, predictive, and forecasting) using proven and experimental techniques.  Define hypotheses, develop execute necessary tests, experiments and analyses to prove or disprove them  Translate data speak to human speak by effectively conceptualizing analysis to team members and business stakeholders.  Deploy creative algorithms by employing machine learning and data mining techniques  Contribute to team's innovation and IP creation          ","REQUIREMENT  Ph.D graduate or Masters (at least 3 years relevant experience) in computer science/computer Engineering /Operations Research/Mathematics/Statistics  Understanding of machine learning, deep learning, data mining, algorithmic foundations of optimization  Experience with machine learning framework  Proficient in one or more of the following programming languages/Python, R  Experience in building machine learning models at scale, using real - time big data pipelines on platforms such as Spark/MapReduce  Familiar with NoSQL, postGIS, stream processing and distributed computing platforms  Self-motivated, independent learner and willing to share knowledge with the team members  Details-oriented and effective time manager in a dynamic working environment   ",https://www.mycareersfuture.sg/job/data-scientist-sopra-steria-asia-02a1196b078ee709327436f183222379,"South, Central",
239,Data Scientist (Project Manager),EPS COMPUTER SYSTEMS PTE LTD,"Permanent, Contract, Full Time",Manager,Information Technology,"$6,000to$9,000",Monthly," Project management of development and implementation of Data Analytics projects. Responsible for leading the implementation of Analytic projects by taking into consideration the client’s business case, objectives, requirements and the proposed solution. Design & Build – Conceptual, logical and physical data modelling, information delivery standards, best practices, security in the information delivery environment, information delivery architecture. Assess the readiness of the information delivery environments (including the systems, tools, technologies, processes, and resource requirements) to implement the architecture. Support pre-sales for solution architecture and estimation for Analytics projects. Support delivery planning for Analytic projects, including inputs for project schedule, key deliverables etc. Proactive identification, communication, and management of project risks and issues. Management of project scope and management of the SOW change control process as appropriate. Coordination and enablement of all project sub-teams (analyst, developers, etc.) to ensure they can effectively accomplish their goals. Responsible for project P&L and team utilisation. ","Requirements:  PhD/Masters/Bachelors (with good honours) in Computer Science, Statistics, Applied Mathematics, Operations Research, or related disciplines. Prefer candidates with 8 or more years of working experience, with at least 2 years of Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) experience. Proven track record of managing delivery of end-to-end development projects to customer Domain experience in public safety, defence, transport, education, and healthcare are highly desired. AI/ML/AA experience in smart city, social media, and procurement are also highly desired.  Good knowledge of AI/ML/AA models, software, and tools with the ability to conceptualise and architect the key components of AI/ML/AA projects; and to develop prototypes using statistical software packages such as R/SAS/SPSS.  HOW TO APPLY Kindly submit your updated resume in MS Word Format to: camille@eps.com.sg for immediate processing. Do state your availability, current and expected salaries in your resume/email.  Camille Wee (EA Registration No. : R1654076)  ",https://www.mycareersfuture.sg/job/data-scientist-eps-computer-systems-024ed5c5ed27c9cffd93a9efee0b0d3f,Islandwide,Government support available
240,Data Scientist,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,"Permanent, Full Time",Professional,Information Technology,"$5,500to$8,000",Monthly,"·       Use machine learning and analytical techniques to build prediction models for different use cases. ·       Design, develop and test advanced models for predictive behavior. ·       Co-operate with software engineering teams to drive real-time model implementations and new feature creations. ·       Design efficient, scalable, automated processes for large scale data analyses, model development, model validation and model implementation ·       Research and evaluate pioneering machine learning and statistical model Requirement","·       Atleast 3+ years of Deep Learning and machine learning experience. ·       Good understanding about supervised and unsupervised learning algorithms. ·       Generate and test working Hypothesis. ·       Mandatory coding experience in Python ·       Experience working with modern Deep Learning techniques, framework and applications. ·       Experience in DL framework (e.g Caffe, Tourch, Tensorflow). ·       Exposure to GPU technology and CUDA programming ·       2 year or above experience in Algorithms, statistical analysis, computational NLP and/or machine learning. ·       Strong teamwork and interpersonal skills. ·       Action oriented with strong analytical and problem solving skill.",https://www.mycareersfuture.sg/job/data-scientist-alphatech-business-solutions-2a7e215d436f824328533e9908206f63,East,Government support available
241,Data Scientist - Signal Processing,BIOFOURMIS SINGAPORE PTE. LTD.,Permanent,Executive,Information Technology,"$4,000to$6,000",Monthly,"The candidate uses strong coding skills to help in the development of signal processing and machine learning algorithms to analyze the physiological/biomedical data and derived with meaningful insights, mine existing biomedical signal and healthcare datasets to guide algorithm design and optimization. ","Master Degree in Computer Science, Electrical Engineering, Biomedical Engineering or related program Minimum 1 to 3 years' experience in Python either in work or school projects Proven working experience in writing high-performance Phython code especiallly on machine learning projects. Familiar with bio-signals (ECG, PPG, and other types of biomedical/healthcare data) and experience in data analysis using Matlab is a plus but not necessary",https://www.mycareersfuture.sg/job/data-scientist-signal-processing-biofourmis-singapore-4f590c6141213789adafc432b1ce1a37,West,
242,Data Scientist,NATIONAL UNIVERSITY OF SINGAPORE,"Contract, Full Time",Non-executive,"Education and Training, Sciences / Laboratory / R&D","$5,000to$7,500",Monthly,"1. Work with Industry Partners in Challenging Business Analytics Projects  Work with BAC industry partners to conduct applied research projects Collaborate with BAC industry partners to collect business requirements, design and develop analytics and optimization solutions Design and develop innovative analytics and optimization models and algorithms to solve the challenging business problems; Publish papers/industry reports and file patents in analytics areas "," Good knowledge in Operations Research and Mathematical Optimization areas, e.g. Mixed Integer Programming (MIP), LP (Linear Programming), NLP (Non-linear Programming), Meta-heuristic search algorithms, etc. Good knowledge in transforming business requirements into mathematical models Good knowledge in manufacturing systems and supply chain planning areas Good knowledge in commercial optimization tools, e.g. IBM Cplex optimization studio, Gurobi, Fico Xpress, etc. Other analytics knowledge is big plus, e.g. machine learning, simulation, visualization, etc. Excellent communication skills Able to confidently deal with different level staffs from top tier MNCs Willing to go the 'extra mile' for BAC industry partners Ability to build rapport Time management and planning skills Able to travel to oversea based on project requirements Minimum university degree holder; Masters and PhDs are welcome to apply ",https://www.mycareersfuture.sg/job/data-scientist-national-university-singapore-90090c7c52ec6d702db995e880d3e437,South,Government support available
243,Senior Data Scientist,MICROSEC PTE. LTD.,"Permanent, Full Time",Senior Management,Information Technology,Salary undisclosed,,"Responsibilities: 1. Developing, enhancing, automating, and managing analytics models for anomaly detection. 2. Run those models into production environment with static as well as distributed databases. 3. Exploring and evaluating new digital tools and techniques to improve the product’s operational capabilities 4. Provide engineering support of key testing activities, including support of laboratory and field testing activities Outcome: The candidate will get to work on the state of the art intrusion attacks and how to prevent them. As a startup company, the candidate will get to work on wide domain of technologies which will increase the breadth of the experience of the candidate. This will provide an insight information about the industry trend and will groom the candidate for future prospects.","Requirements: At least 5 year of experience in Python, Unix/Linux with machine learning tools including Tensorflow, LSTM and other models. Should have designed and built at least one system from ground up and made it into an application. Should also have experience in building APIs and using it for application integration along with Visualization tools using Python based production environment.",https://www.mycareersfuture.sg/job/senior-data-scientist-microsec-250d9206a049392b395d1a2ee8da7f15,Central,Government support available
244,Senior AI Data Scientist,UNSCRAMBL SINGAPORE PTE. LTD.,Full Time,Manager,Engineering,"$7,000to$10,000",Monthly,"You will be working with our product development team to incorporate new statistical, machine learning and other analytic models in our platform. Examples of models are customer segmentation models, purchase propensity models, recommendation models, churn models, anomaly detection models, time-series prediction models, natural language processing, etc.  These would be used for purposes like marketing, customer care, patient prognosis, predictive maintenance, etc. across various industries like telecommunications, banking, healthcare, retail, etc. You’ll also work with our sales and delivery teams to develop and tune models for certain customers, and to help operationalize the models in production settings. Finally, we are looking for creative thinkers to help us innovate as we design and implement new and relevant features in our product.","  Hands on experience developing Python (primarily version 2.7) applications on Linux   Knowledge of statistical and machine learning packages, especially in Python, and experience using notebooks   Understanding of basic software engineering design and development principles   Good presentation and communication skills, and ability to interact with customers   Deep knowledge of Natural Language Processing techniques and tools     Experience with SQL and NoSQL databases   Experience in working with Big Data and Stream Processing systems (such as Hadoop, Spark, Storm, etc.).   Experience in telecommunications, banking, healthcare or retail domains   Experience in time series analytics   Knowledge of data visualization packages, in Python and outside  ",https://www.mycareersfuture.sg/job/senior-ai-data-scientist-unscrambl-singapore-56b499a2c7687564cefe00167a410c3d,Islandwide,
245,Scientist (Data Analytics) /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for data scientists who can contribute on data analytics R&D projects. Researchers with expertise in the areas of natural language processing, text mining and analytics, deep learning, machine learning, and/or knowledge and semantics-based data analytics are welcome. The successful candidates have opportunities to work with experienced data scientists to work on interesting yet challenging real-world problems in applying deep learning for natural language processing and text mining, as well as in synergistically integrating text analytics with other types of data (e.g. vision, audio, financial data, user profiles, geo-temporal data, knowledge base) for heterogeneous data analytics.  Job Responsibilities:  Design and develop new analytics technologies Work with experienced data scientists to address real-world problems from well-known industry collaborators Demonstrate long-term vision, while effectively supporting short-term goals ", PhD in computer science or other related fields Familiar with analytics tools Python/R Being an excellent team player Good interpersonal and communication skills  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.,https://www.mycareersfuture.sg/job/scientist-i2r-astar-research-entities-68e1c2c9c64234ca60eab70844fbb8d7,South,
246,Data Engineer / Machine Learning Engineer,ONECONNECT FINANCIAL TECHNOLOGY (SINGAPORE) CO. PTE. LTD.,Permanent,Professional,Engineering,"$3,000to$4,000",Monthly,"As a data/Machine learning engineer, your primary goal is to work with data scientist and software developers to implement and deploy machine learning algorithms driven data solutions in commercial environment. You’ll work with data scientist to build specialized tools to facilitate data preprocessing, data quality check, data cleansing, ETL and data integration. You’ll work with backend and frontend app-dev team to implement high performance machine learning algorithms on commercial enterprise software platform. Key requirement:  Advanced degree in Computer Science, Electronic Engineering, Statistics, Applied Mathematics, or related technical fields. Minimum 2 years relevant experience. Proficiency in a high performance programming language such as Java/C++. Good working knowledge in a scripting language such as Python/R. Experience implementing algorithms in big data/cloud computing environment. Experience in solving real-world data challenges and dealing with anomalies. Good knowledge working with relational database and NoSQL database Good communication skills ","Preferred requirement:  Experience building labeled datasets from scratch, or developing tools protocol formalizing unstructured unlabeled data. Experience handling high-volume real-time data stream Experience building complete data pipeline, ingesting data from multiple source systems (potentially asynchronous and different rate) Experience building large scale parallel/distributed data processing, machine learning solutions Experience building robust and high-throughput API for analytics-as-a-service solutions Experience working with enterprise app engine technology such as cloud computing, container technology for high availability and robust deployment. ",https://www.mycareersfuture.sg/job/data-engineer-machine-learning-engineer-oneconnect-financial-technology-cb7271da6bec8cfefa49c74f9184a096,South,Government support available
247,Research Scientist,AGODA COMPANY PTE. LTD.,"Permanent, Full Time","Manager, Professional",Information Technology,"$5,000to$10,000",Monthly,"We’re Hiring Senior Data Scientist / Machine Learning Expert! Agoda is a Booking Holdings (BKNG) company, the world’s leading provider of brands that help people book great experiences through technology. We have the dynamism and short chain of command of a startup and the capital to make things happen. What’s stopping you from getting in touch? We move fast – why wait ages to see your ideas go live?  Work on tough challenges, safe in the knowledge that you are surrounded by people as smart as you are (if not smarter!) to help solve them.  And while we’re on the subject, Agoda people come from over 65 countries:  It’s an incredible technical creative melting pot.  Technology is not just what we do – it’s at the heart of who we are.  We put cutting-edge technology in your hands so you can help us change the way people run their lives. We want you to come here so they can get there – and get your career going places, too. Maintaining this growth requires an incredible amount of data, a superior IT infrastructure, and world class talent to bring it all together. Your role is to:  Crack our business problems and come up with deployable machine learning models Interface with business to make sure they are asking the right questions Sift through our data and find us some gems  Be a world-class hands-on deploy master ","Charm us with:  An earned stripes in coding, in data handling, in statistics and in machine learning (5 years of experience is a must) A good balance between theory and practice and a strong desire to learn and keep up with the latest technologies (an academic quantitative degree, preferably a PhD, earns more points) A good knowledge of what’s “Under the hood” of statistical methods Coding, coding, coding (R, Python, C#, Java, C++, Scala, …) Some extra points on: SQL, NLP, business acumen, blog writing, good sense of humor ",https://www.mycareersfuture.sg/job/research-scientist-agoda-company-f00237c5878e10b81927de26eaab04fa,Islandwide,
248,"Senior Manager, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,"Permanent, Full Time",Senior Management,Consulting ,"$8,000to$16,000",Monthly,"EY Data and Analytics is the data and advanced analytics capability within EY Asia-Pacific.  We have vibrant practices in Australia, New Zealand, Singapore, Hong Kong, Korea, The Philippines and Malaysia. EY Data and Analytics creates intelligent client organizations using data & advanced analytics.  We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business analysts, data scientist, big data engineers, developers and consultants in the region.     Due to our continued growth we are looking for a talented, inquisitive and proactive Data Integration join our team.","ABOUT YOU As a Senior Manager in EY Data and Analytics team, you will deliver value-added services to our clients and you are required to be specialized in some or all of the following areas:  Lead and manage all Analytics related solutions to Ernst & Young clients in the APAC region. Develop, build and manage business pipeline and client relationships. Contributing your expertise to strategy and roadmaps Communicate effectively with the EY Partners, the team and the client regarding the progress of the project and be a role model to the team members in exhibiting the Ernst & Young best practices.  At Ernst & Young, we know it's your point of view, energy and enthusiasm that make the difference.    CLIENT RESPONSIBILITIES:  Lead clients’ engagements. Work effectively as a team and project director, sharing responsibility, providing support, maintaining communication, and updating senior team members on progress. Help prepare reports and schedules that will be delivered to clients and other parties. Develop and maintain productive working relationships with client personnel. Build strong internal relationships within Ernst & Young Advisory Services and with other services lines across the organization. Generate new client leads by leveraging on existing relationships and building new ones Lead business development initiatives from leads to qualification to proposal development and client presentations.  PEOPLE RESPONSIBILITIES:  Conduct performance reviews and contribute to performance feedback for staff. Contribute to people-related initiatives including recruiting and retaining staff. Contribute, guide and develop technical and functional skills of staff. Understand and follow workplace policies and procedures.  Job description   As a Data Integration Architect in EY Advisory Data and Analytics, you will deliver value-added services to our clients and you are required to be specialized in some or all of the following areas:  Data Integration architect in Information Management projects such as big data, Data Lake, data warehousing, No SQL databases and visualization design and implementation to Ernst & Young clients in the APAC region. Client interactions to understand business and data requirements, data integration lifecycle and transformation rules from raw data state to the target state which include data mapping, data modelling and ETL transformation according to functional and non-functional requirements. Studies data sources, analyzing and validating data objects including the identification of relationship among data objects, establishing data quality standards and transformation to achieve a timely and accurate target state availability. Design and determine the right data models to be used at each stage of the data supply chain ranging from system of records to analytical data marts taking into account client scalability, extensibility, performance and storage requirements Conceptualize and design data architecture in the cloud, with familiarity in at least one of the commercially available cloud platforms for analytics use cases Instill data integration best practices and principles into the data integration design and development, meeting client’s business needs while conforming with IT’s defined standards. Handle the operational aspect of the model adhering to the industry best practices and compliances by getting advice from managers. Communicate effectively with the project manager & team regarding the progress of the project and be a role model to the team members in exhibiting the Ernst & Young best practices.  At Ernst & Young, we know it's your point of view, energy and enthusiasm that make the difference.    SKILLS REQUIREMENTS:  Bachelor degree and above in Statistics, Software Engineering, Information Systems Management or related fields. Solid regional track record in achieving targets in a professional services firm in the Information Management sector. Knowledgeable in various aspects of Information Management such as data lake, big data, data warehousing, data mart, operational data store, master data management frameworks  and implementation methodologies. End to end involvement in Data Repository (Data Lake, DWH, Big Data) project implementation lifecycle from requirements, design, development, testing and go live including deliverables and documentation development in Data Repository solutions, Database Architecture, Data Modelling, Extract-Transform-Load (ETL) and Visualization reporting. NO SQL Database experiences would be an added advantage (Elastic Search, MongoDB, CouchDB) Ability to establish personal credibility quickly and demonstrate expertise. Ability to create a positive learning culture, coach and develop team members.  Additional skills requirements:   A bachelor's degree and approximately 3-8 years of related work experience. Strong analytical and problem-solving skills. Exposure to various technology platforms or industry will be an advantage. Excellent oral and written communication skills. Excellent command of written and spoken English. A strong work ethic. A willingness to travel to meet project needs; travel is estimated at 50%. ",https://www.mycareersfuture.sg/job/senior-manager-data-analytics-advisory-ernst-young-advisory-e29727d85e3b78ffdaf78cf32d0f88e8,Central,
